job_name,task,condition,step_id,t_sec,tool,bash_class,is_sidechain
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,7,1230.818,Write,,False
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,8,1256.768,Bash,build,False
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,9,1260.045,Bash,other,False
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,10,1263.175,Bash,other,False
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,11,1307.117,Bash,other,False
prog16-claude-baseline-circuit-fibsqrt,circuit-fibsqrt,baseline,12,1319.03,Bash,other,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,2,2.017,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,3,14.771,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,4,17.651,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,5,20.873,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,6,66.729,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,7,76.364,Read,,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,8,80.606,Edit,,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,9,83.137,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,10,99.866,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,11,136.136,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,12,139.459,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,13,145.178,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,14,153.866,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,15,167.194,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,16,172.52,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,17,178.025,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,18,185.224,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,19,205.903,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,20,220.74,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,21,254.968,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,22,271.21,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,23,347.406,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,24,373.098,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,25,377.321,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,26,381.723,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,27,403.881,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,28,413.366,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,29,423.503,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,30,436.203,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,31,446.854,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,32,453.61,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,33,457.501,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,34,472.863,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,35,578.966,Read,,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,36,588.377,Edit,,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,37,593.007,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,38,597.79,Bash,inspect,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,39,602.177,Bash,build,False
prog16-claude-baseline-custom-memory-heap-crash,custom-memory-heap-crash,baseline,40,610.741,Bash,build,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,2,3.407,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,2,3.407,Read,,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,3,8.786,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,3,8.786,Read,,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,4,12.536,Bash,other,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,4,12.536,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,5,17.88,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,6,23.837,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,7,27.75,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,8,31.662,Read,,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,9,39.35,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,10,72.173,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,11,106.938,Read,,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,12,113.208,Edit,,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,13,117.021,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,14,121.399,Bash,inspect,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,15,124.914,Bash,other,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,16,137.138,Bash,build,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,17,140.979,Bash,other,False
prog16-claude-baseline-fix-ocaml-gc,fix-ocaml-gc,baseline,18,144.979,Bash,other,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,2,2.763,Bash,other,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,3,6.963,Bash,build,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,4,14.253,Write,,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,5,18.021,Bash,other,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,6,20.271,Read,,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,7,22.386,Write,,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,8,27.809,Bash,other,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,9,31.844,Bash,inspect,False
prog16-claude-baseline-kv-store-grpc,kv-store-grpc,baseline,10,35.625,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,2,6.596,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,2,6.596,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,3,15.21,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,3,15.21,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,4,20.132,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,4,20.132,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,4,20.132,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,4,20.132,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,5,40.51,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,5,40.51,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,6,49.15,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,6,49.15,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,7,62.38,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,7,62.38,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,8,72.275,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,8,72.275,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,9,95.704,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,9,95.704,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,10,99.98,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,11,103.588,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,12,107.582,Bash,build,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,13,112.193,Write,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,14,117.548,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,15,163.694,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,15,163.694,Write,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,16,171.583,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,17,180.39,Write,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,18,185.285,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,19,227.805,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,20,382.577,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,20,382.577,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,21,392.236,Bash,inspect,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,22,654.061,ToolSearch,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,23,658.809,WebFetch,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,24,807.605,Write,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,25,894.437,Edit,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,26,929.254,Edit,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,27,957.02,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,28,988.93,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,29,1015.202,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,30,1086.951,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,31,1111.404,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,32,1122.689,Bash,build,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,33,1128.237,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,34,1139.894,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,35,1235.74,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,36,1240.461,Bash,other,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,37,1243.437,Read,,False
prog16-claude-baseline-make-mips-interpreter,make-mips-interpreter,baseline,38,1251.51,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,2,3.483,Bash,inspect,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,3,8.99,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,4,14.297,Bash,build,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,5,17.644,Bash,inspect,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,6,21.382,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,7,33.235,Bash,inspect,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,8,36.739,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,9,40.323,Read,,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,10,54.434,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,11,74.485,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,12,81.23,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,13,88.505,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,14,150.693,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,15,194.337,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,16,213.499,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,17,246.743,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,18,260.1,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,19,289.043,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,20,295.406,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,21,360.648,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,22,371.874,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,23,425.459,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,24,442.762,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,25,453.31,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,26,480.344,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,27,495.398,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,28,499.453,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,29,520.588,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,30,554.38,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,31,560.217,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,32,578.753,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,33,617.122,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,34,663.336,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,35,790.212,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,36,808.542,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,37,832.811,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,38,858.106,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,39,907.358,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,40,971.158,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,41,988.73,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,42,999.316,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,43,1020.329,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,44,1031.163,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,45,1051.73,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,46,1063.009,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,47,1082.567,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,48,1095.881,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,49,1123.528,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,50,1134.69,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,51,1144.72,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,52,1151.894,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,53,1178.646,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,54,1197.462,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,55,1226.138,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,56,1362.329,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,57,1372.161,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,58,1400.526,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,59,1411.088,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,60,1432.987,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,61,1455.896,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,62,1465.381,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,63,1480.398,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,64,1513.374,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,65,1528.072,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,66,1536.616,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,67,1548.598,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,68,1596.626,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,69,1614.341,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,70,1624.681,Bash,test,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,71,1640.658,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,72,1697.16,Write,,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,73,1713.888,Edit,,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,74,1718.725,Edit,,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,75,1721.759,Bash,build,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,76,1725.854,Bash,inspect,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,77,1729.606,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,78,1744.049,Bash,other,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,79,1747.938,Read,,False
prog16-claude-baseline-path-tracing,path-tracing,baseline,80,1751.228,Bash,build,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,2,7.121,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,3,12.797,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,3,12.797,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,3,12.797,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,4,19.128,Bash,inspect,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,4,19.128,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,5,25.495,Bash,other,False
prog16-claude-baseline-path-tracing-reverse,path-tracing-reverse,baseline,5,25.495,Bash,other,False
